wojewodztwo_nazwa;powiat_nazwa;gmina_nazwa;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;w3;grupa_wiekowa;w1_0_11;w1_12_19;w1_20_39;w1_40_59;w1_60_69;w1_70plus;wojewodztwo_nazwa;powiat_nazwa;gmina_nazwa;WOJ;POW;GMI;RODZ;NAZWA;NAZWA_DOD;STAN_NA;woj.;pow;nazwa;kod
dolnoœl¹skie;milicki;gm.m-w. Milicz;24050;9569;6135;25,5;:;0;234;1835;2965;2231;2304;dolnoœl¹skie;milicki;gm.m-w. Milicz;2;13;3;3;Milicz;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;milicki;gm.m-w. Milicz;021303
dolnoœl¹skie;oleœnicki;m. Oleœnica;36979;17142;10670;28,9;:;0;614;3749;5384;3226;4169;dolnoœl¹skie;oleœnicki;m. Oleœnica;2;14;1;1;Oleœnica;gmina miejska;43831;DOLNOŒL¥SKIE;oleœnicki;m. Oleœnica;021401
dolnoœl¹skie;oleœnicki;gm.m-w. Bierutów;9873;3494;1966;19,9;:;0;68;680;1115;855;776;dolnoœl¹skie;oleœnicki;gm.m-w. Bierutów;2;14;2;3;Bierutów;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;oleœnicki;gm.m-w. Bierutów;021402
dolnoœl¹skie;oleœnicki;gm.w. Dobroszyce;6886;2666;1777;25,8;:;0;52;598;919;615;482;dolnoœl¹skie;oleœnicki;gm.w. Dobroszyce;2;14;3;2;Dobroszyce;gmina wiejska;43831;DOLNOŒL¥SKIE;oleœnicki;gm.w. Dobroszyce;021403
dolnoœl¹skie;oleœnicki;gm.w. Dziadowa K³oda;4598;1422;758;16,5;:;0;31;281;480;336;294;dolnoœl¹skie;oleœnicki;gm.w. Dziadowa K³oda;2;14;4;2;Dziadowa K³oda;gmina wiejska;43831;DOLNOŒL¥SKIE;oleœnicki;gm.w. Dziadowa K³oda;021404
dolnoœl¹skie;oleœnicki;gm.m-w. Miêdzybórz;5100;1667;1103;21,6;:;0;35;327;516;413;376;dolnoœl¹skie;oleœnicki;gm.m-w. Miêdzybórz;2;14;5;3;Miêdzybórz;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;oleœnicki;gm.m-w. Miêdzybórz;021405
dolnoœl¹skie;oleœnicki;gm.w. Oleœnica;14124;5395;2986;21,1;:;0;166;1316;2096;1062;755;dolnoœl¹skie;oleœnicki;gm.w. Oleœnica;2;14;6;2;Oleœnica;gmina wiejska;43831;DOLNOŒL¥SKIE;oleœnicki;gm.w. Oleœnica;021406
dolnoœl¹skie;oleœnicki;gm.m-w. Syców;16819;6760;3795;22,6;:;0;218;1402;2222;1453;1465;dolnoœl¹skie;oleœnicki;gm.m-w. Syców;2;14;7;3;Syców;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;oleœnicki;gm.m-w. Syców;021407
dolnoœl¹skie;oleœnicki;gm.m-w. Twardogóra;12889;4987;3344;25,9;:;0;119;1008;1684;1128;1048;dolnoœl¹skie;oleœnicki;gm.m-w. Twardogóra;2;14;8;3;Twardogóra;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;oleœnicki;gm.m-w. Twardogóra;021408
dolnoœl¹skie;o³awski;m. O³awa;33087;14853;9770;29,5;:;0;345;3080;4723;2819;3886;dolnoœl¹skie;o³awski;m. O³awa;2;15;1;1;O³awa;gmina miejska;43831;DOLNOŒL¥SKIE;o³awski;m. O³awa;021501
dolnoœl¹skie;o³awski;gm.w. Domaniów;5132;2130;1161;22,6;:;0;62;422;775;444;427;dolnoœl¹skie;o³awski;gm.w. Domaniów;2;15;2;2;Domaniów;gmina wiejska;43831;DOLNOŒL¥SKIE;o³awski;gm.w. Domaniów;021502
dolnoœl¹skie;o³awski;gm.m-w. Jelcz-Laskowice;23296;9439;5767;24,8;:;0;215;2029;3048;2452;1695;dolnoœl¹skie;o³awski;gm.m-w. Jelcz-Laskowice;2;15;3;3;Jelcz-Laskowice;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;o³awski;gm.m-w. Jelcz-Laskowice;021503
dolnoœl¹skie;o³awski;gm.w. O³awa;15218;5394;3230;21,2;:;0;153;1122;2065;1181;873;dolnoœl¹skie;o³awski;gm.w. O³awa;2;15;4;2;O³awa;gmina wiejska;43831;DOLNOŒL¥SKIE;o³awski;gm.w. O³awa;021504
dolnoœl¹skie;polkowicki;gm.m-w. Chocianów;12721;4337;2442;19,2;:;0;103;831;1364;1137;902;dolnoœl¹skie;polkowicki;gm.m-w. Chocianów;2;16;1;3;Chocianów;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;polkowicki;gm.m-w. Chocianów;021601
dolnoœl¹skie;polkowicki;gm.w. Gaworzyce;3959;1267;760;19,2;:;0;28;216;451;310;262;dolnoœl¹skie;polkowicki;gm.w. Gaworzyce;2;16;2;2;Gaworzyce;gmina wiejska;43831;DOLNOŒL¥SKIE;polkowicki;gm.w. Gaworzyce;021602
dolnoœl¹skie;polkowicki;gm.w. Grêbocice;5427;1880;1134;20,9;:;0;46;380;652;431;371;dolnoœl¹skie;polkowicki;gm.w. Grêbocice;2;16;3;2;Grêbocice;gmina wiejska;43831;DOLNOŒL¥SKIE;polkowicki;gm.w. Grêbocice;021603
dolnoœl¹skie;polkowicki;gm.m-w. Polkowice;27704;10909;6076;21,9;:;0;411;2248;3958;1996;2296;dolnoœl¹skie;polkowicki;gm.m-w. Polkowice;2;16;4;3;Polkowice;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;polkowicki;gm.m-w. Polkowice;021604
dolnoœl¹skie;polkowicki;gm.m-w. Przemków;8282;2800;1668;20,1;:;0;78;436;915;730;641;dolnoœl¹skie;polkowicki;gm.m-w. Przemków;2;16;5;3;Przemków;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;polkowicki;gm.m-w. Przemków;021605
dolnoœl¹skie;polkowicki;gm.w. Radwanice;4904;1802;1005;20,5;:;0;44;372;643;429;314;dolnoœl¹skie;polkowicki;gm.w. Radwanice;2;16;6;2;Radwanice;gmina wiejska;43831;DOLNOŒL¥SKIE;polkowicki;gm.w. Radwanice;021606
dolnoœl¹skie;strzeliñski;gm.w. Borów;5238;2096;1210;23,1;:;0;55;394;736;461;450;dolnoœl¹skie;strzeliñski;gm.w. Borów;2;17;1;2;Borów;gmina wiejska;43831;DOLNOŒL¥SKIE;strzeliñski;gm.w. Borów;021701
dolnoœl¹skie;strzeliñski;gm.w. Kondratowice;4199;1615;949;22,6;:;0;42;269;514;421;369;dolnoœl¹skie;strzeliñski;gm.w. Kondratowice;2;17;2;2;Kondratowice;gmina wiejska;43831;DOLNOŒL¥SKIE;strzeliñski;gm.w. Kondratowice;021702
dolnoœl¹skie;strzeliñski;gm.w. Przeworno;4717;1676;1035;21,9;:;0;45;287;486;447;411;dolnoœl¹skie;strzeliñski;gm.w. Przeworno;2;17;3;2;Przeworno;gmina wiejska;43831;DOLNOŒL¥SKIE;strzeliñski;gm.w. Przeworno;021703
dolnoœl¹skie;strzeliñski;gm.m-w. Strzelin;22026;9652;6067;27,5;:;0;273;1958;3111;2239;2071;dolnoœl¹skie;strzeliñski;gm.m-w. Strzelin;2;17;4;3;Strzelin;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;strzeliñski;gm.m-w. Strzelin;021704
dolnoœl¹skie;strzeliñski;gm.m-w. Wi¹zów;7041;2619;1387;19,7;:;0;66;508;893;616;536;dolnoœl¹skie;strzeliñski;gm.m-w. Wi¹zów;2;17;5;3;Wi¹zów;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;strzeliñski;gm.m-w. Wi¹zów;021705
dolnoœl¹skie;œredzki;gm.w. Kostom³oty;7109;2573;1476;20,8;:;0;74;514;895;600;490;dolnoœl¹skie;œredzki;gm.w. Kostom³oty;2;18;1;2;Kostom³oty;gmina wiejska;43831;DOLNOŒL¥SKIE;œredzki;gm.w. Kostom³oty;021801
dolnoœl¹skie;œredzki;gm.w. Malczyce;5881;2311;1511;25,7;:;0;52;436;785;564;474;dolnoœl¹skie;œredzki;gm.w. Malczyce;2;18;2;2;Malczyce;gmina wiejska;43831;DOLNOŒL¥SKIE;œredzki;gm.w. Malczyce;021802
dolnoœl¹skie;œredzki;gm.w. Miêkinia;17615;7377;4220;24;:;0;251;1892;2938;1298;998;dolnoœl¹skie;œredzki;gm.w. Miêkinia;2;18;3;2;Miêkinia;gmina wiejska;43831;DOLNOŒL¥SKIE;œredzki;gm.w. Miêkinia;021803
dolnoœl¹skie;œredzki;gm.m-w. Œroda Œl¹ska;19889;8094;4812;24,2;:;0;259;1689;2748;1766;1632;dolnoœl¹skie;œredzki;gm.m-w. Œroda Œl¹ska;2;18;4;3;Œroda Œl¹ska;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;œredzki;gm.m-w. Œroda Œl¹ska;021804
dolnoœl¹skie;œredzki;gm.w. Udanin;5014;1742;1024;20,4;:;0;50;298;567;398;429;dolnoœl¹skie;œredzki;gm.w. Udanin;2;18;5;2;Udanin;gmina wiejska;43831;DOLNOŒL¥SKIE;œredzki;gm.w. Udanin;021805
dolnoœl¹skie;œwidnicki;m. Œwidnica;56222;25076;15309;27,2;:;0;583;4531;7483;5676;6803;dolnoœl¹skie;œwidnicki;m. Œwidnica;2;19;1;1;Œwidnica;gmina miejska;43831;DOLNOŒL¥SKIE;œwidnicki;m. Œwidnica;021901
dolnoœl¹skie;œwidnicki;m. Œwiebodzice;22642;9084;5405;23,9;:;0;223;1574;2777;2155;2355;dolnoœl¹skie;œwidnicki;m. Œwiebodzice;2;19;2;1;Œwiebodzice;gmina miejska;43831;DOLNOŒL¥SKIE;œwidnicki;m. Œwiebodzice;021902
dolnoœl¹skie;œwidnicki;gm.w. Dobromierz;5173;1889;1056;20,4;:;0;45;310;638;501;395;dolnoœl¹skie;œwidnicki;gm.w. Dobromierz;2;19;3;2;Dobromierz;gmina wiejska;43831;DOLNOŒL¥SKIE;œwidnicki;gm.w. Dobromierz;021903
dolnoœl¹skie;œwidnicki;gm.m-w. Jaworzyna Œl¹ska;10222;3605;1987;19,4;:;0;80;736;1136;911;742;dolnoœl¹skie;œwidnicki;gm.m-w. Jaworzyna Œl¹ska;2;19;4;3;Jaworzyna Œl¹ska;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;œwidnicki;gm.m-w. Jaworzyna Œl¹ska;021904
dolnoœl¹skie;œwidnicki;gm.w. Marcinowice;6522;2560;1503;23;:;0;80;492;835;662;491;dolnoœl¹skie;œwidnicki;gm.w. Marcinowice;2;19;5;2;Marcinowice;gmina wiejska;43831;DOLNOŒL¥SKIE;œwidnicki;gm.w. Marcinowice;021905
dolnoœl¹skie;œwidnicki;gm.m-w. Strzegom;25499;10405;5730;22,5;:;0;258;1868;3413;2466;2400;dolnoœl¹skie;œwidnicki;gm.m-w. Strzegom;2;19;6;3;Strzegom;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;œwidnicki;gm.m-w. Strzegom;021906
dolnoœl¹skie;œwidnicki;gm.w. Œwidnica;17400;6335;3711;21,3;:;0;188;1221;2306;1530;1090;dolnoœl¹skie;œwidnicki;gm.w. Œwidnica;2;19;7;2;Œwidnica;gmina wiejska;43831;DOLNOŒL¥SKIE;œwidnicki;gm.w. Œwidnica;021907
dolnoœl¹skie;œwidnicki;gm.m-w. ¯arów;12335;4482;2430;19,7;:;0;122;879;1427;1107;947;dolnoœl¹skie;œwidnicki;gm.m-w. ¯arów;2;19;8;3;¯arów;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;œwidnicki;gm.m-w. ¯arów;021908
dolnoœl¹skie;trzebnicki;gm.m-w. Oborniki Œl¹skie;20287;9436;6032;29,7;:;0;294;1920;3272;2024;1926;dolnoœl¹skie;trzebnicki;gm.m-w. Oborniki Œl¹skie;2;20;1;3;Oborniki Œl¹skie;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;trzebnicki;gm.m-w. Oborniki Œl¹skie;022001
dolnoœl¹skie;trzebnicki;gm.m-w. Prusice;9352;3286;1969;21,1;:;0;75;699;1086;803;623;dolnoœl¹skie;trzebnicki;gm.m-w. Prusice;2;20;2;3;Prusice;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;trzebnicki;gm.m-w. Prusice;022002
dolnoœl¹skie;trzebnicki;gm.m-w. Trzebnica;24442;10452;6487;26,5;:;0;269;2376;3528;2189;2090;dolnoœl¹skie;trzebnicki;gm.m-w. Trzebnica;2;20;3;3;Trzebnica;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;trzebnicki;gm.m-w. Trzebnica;022003
dolnoœl¹skie;trzebnicki;gm.w. Wisznia Ma³a;10624;4753;3023;28,5;:;0;174;1070;1764;1033;712;dolnoœl¹skie;trzebnicki;gm.w. Wisznia Ma³a;2;20;4;2;Wisznia Ma³a;gmina wiejska;43831;DOLNOŒL¥SKIE;trzebnicki;gm.w. Wisznia Ma³a;022004
dolnoœl¹skie;trzebnicki;gm.w. Zawonia;5913;2056;1363;23,1;:;0;32;400;721;498;405;dolnoœl¹skie;trzebnicki;gm.w. Zawonia;2;20;5;2;Zawonia;gmina wiejska;43831;DOLNOŒL¥SKIE;trzebnicki;gm.w. Zawonia;022005
dolnoœl¹skie;trzebnicki;gm.m-w. ¯migród;14608;5644;3632;24,9;:;0;114;1079;1882;1338;1231;dolnoœl¹skie;trzebnicki;gm.m-w. ¯migród;2;20;6;3;¯migród;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;trzebnicki;gm.m-w. ¯migród;022006
dolnoœl¹skie;wa³brzyski;m. Boguszów-Gorce;15154;5738;3457;22,8;:;0;141;982;1752;1486;1377;dolnoœl¹skie;wa³brzyski;m. Boguszów-Gorce;2;21;1;1;Boguszów-Gorce;gmina miejska;43831;DOLNOŒL¥SKIE;wa³brzyski;m. Boguszów-Gorce;022101
dolnoœl¹skie;wa³brzyski;m. Jedlina-Zdrój;4789;2029;1363;28,5;:;0;47;356;612;504;510;dolnoœl¹skie;wa³brzyski;m. Jedlina-Zdrój;2;21;2;1;Jedlina-Zdrój;gmina miejska;43831;DOLNOŒL¥SKIE;wa³brzyski;m. Jedlina-Zdrój;022102
dolnoœl¹skie;wa³brzyski;m. Szczawno-Zdrój;5534;2787;1895;34,2;:;0;82;473;839;654;739;dolnoœl¹skie;wa³brzyski;m. Szczawno-Zdrój;2;21;3;1;Szczawno-Zdrój;gmina miejska;43831;DOLNOŒL¥SKIE;wa³brzyski;m. Szczawno-Zdrój;022103
dolnoœl¹skie;wa³brzyski;gm.w. Czarny Bór;4882;1980;1128;23,1;:;0;68;398;695;455;364;dolnoœl¹skie;wa³brzyski;gm.w. Czarny Bór;2;21;4;2;Czarny Bór;gmina wiejska;43831;DOLNOŒL¥SKIE;wa³brzyski;gm.w. Czarny Bór;022104
dolnoœl¹skie;wa³brzyski;gm.m-w. G³uszyca;8505;3223;2260;26,6;:;0;82;496;988;872;785;dolnoœl¹skie;wa³brzyski;gm.m-w. G³uszyca;2;21;5;3;G³uszyca;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;wa³brzyski;gm.m-w. G³uszyca;022105
dolnoœl¹skie;wa³brzyski;gm.m-w. Mieroszów;6586;2845;1969;29,9;:;0;74;459;909;701;702;dolnoœl¹skie;wa³brzyski;gm.m-w. Mieroszów;2;21;6;3;Mieroszów;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;wa³brzyski;gm.m-w. Mieroszów;022106
dolnoœl¹skie;wa³brzyski;gm.w. Stare Bogaczowice;4265;1765;1088;25,5;:;0;66;342;606;418;333;dolnoœl¹skie;wa³brzyski;gm.w. Stare Bogaczowice;2;21;7;2;Stare Bogaczowice;gmina wiejska;43831;DOLNOŒL¥SKIE;wa³brzyski;gm.w. Stare Bogaczowice;022107
dolnoœl¹skie;wa³brzyski;gm.w. Walim;5392;2001;1283;23,8;:;0;55;353;647;515;431;dolnoœl¹skie;wa³brzyski;gm.w. Walim;2;21;8;2;Walim;gmina wiejska;43831;DOLNOŒL¥SKIE;wa³brzyski;gm.w. Walim;022108
dolnoœl¹skie;wo³owski;gm.m-w. Brzeg Dolny;16093;7031;4769;29,6;:;0;183;1424;2238;1608;1578;dolnoœl¹skie;wo³owski;gm.m-w. Brzeg Dolny;2;22;1;3;Brzeg Dolny;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;wo³owski;gm.m-w. Brzeg Dolny;022201
dolnoœl¹skie;wo³owski;gm.w. Wiñsko;8212;3044;2015;24,5;:;0;61;583;971;709;720;dolnoœl¹skie;wo³owski;gm.w. Wiñsko;2;22;2;2;Wiñsko;gmina wiejska;43831;DOLNOŒL¥SKIE;wo³owski;gm.w. Wiñsko;022202
dolnoœl¹skie;wo³owski;gm.m-w. Wo³ów;22318;8673;5649;25,3;:;0;201;1627;2791;2042;2012;dolnoœl¹skie;wo³owski;gm.m-w. Wo³ów;2;22;3;3;Wo³ów;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;wo³owski;gm.m-w. Wo³ów;022203
dolnoœl¹skie;wroc³awski;gm.w. Czernica;17638;8387;5290;30;:;0;384;2248;3310;1345;1100;dolnoœl¹skie;wroc³awski;gm.w. Czernica;2;23;1;2;Czernica;gmina wiejska;43831;DOLNOŒL¥SKIE;wroc³awski;gm.w. Czernica;022301
dolnoœl¹skie;wroc³awski;gm.w. D³ugo³êka;35144;17204;10221;29,1;:;1;762;5155;6530;2607;2149;dolnoœl¹skie;wroc³awski;gm.w. D³ugo³êka;2;23;2;2;D³ugo³êka;gmina wiejska;43831;DOLNOŒL¥SKIE;wroc³awski;gm.w. D³ugo³êka;022302
dolnoœl¹skie;wroc³awski;gm.w. Jordanów Œl¹ski;3197;1221;762;23,8;:;0;28;247;417;303;226;dolnoœl¹skie;wroc³awski;gm.w. Jordanów Œl¹ski;2;23;3;2;Jordanów Œl¹ski;gmina wiejska;43831;DOLNOŒL¥SKIE;wroc³awski;gm.w. Jordanów Œl¹ski;022303
dolnoœl¹skie;wroc³awski;gm.m-w. K¹ty Wroc³awskie;26032;11988;7342;28,2;:;0;476;3194;4547;2015;1756;dolnoœl¹skie;wroc³awski;gm.m-w. K¹ty Wroc³awskie;2;23;4;3;K¹ty Wroc³awskie;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;wroc³awski;gm.m-w. K¹ty Wroc³awskie;022304
dolnoœl¹skie;wroc³awski;gm.w. Kobierzyce;22154;10770;7059;31,9;:;0;457;3025;4406;1580;1302;dolnoœl¹skie;wroc³awski;gm.w. Kobierzyce;2;23;5;2;Kobierzyce;gmina wiejska;43831;DOLNOŒL¥SKIE;wroc³awski;gm.w. Kobierzyce;022305
dolnoœl¹skie;wroc³awski;gm.w. Mietków;3737;1532;930;24,9;:;0;32;304;476;399;321;dolnoœl¹skie;wroc³awski;gm.w. Mietków;2;23;6;2;Mietków;gmina wiejska;43831;DOLNOŒL¥SKIE;wroc³awski;gm.w. Mietków;022306
dolnoœl¹skie;wroc³awski;gm.m-w. Sobótka;12872;5379;3559;27,6;:;0;173;1020;1783;1208;1195;dolnoœl¹skie;wroc³awski;gm.m-w. Sobótka;2;23;7;3;Sobótka;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;wroc³awski;gm.m-w. Sobótka;022307
dolnoœl¹skie;wroc³awski;gm.m-w. Siechnice;24142;11697;7173;29,7;:;0;454;3642;4241;1884;1476;dolnoœl¹skie;wroc³awski;gm.m-w. Siechnice;2;23;8;3;Siechnice;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;wroc³awski;gm.m-w. Siechnice;022308
dolnoœl¹skie;wroc³awski;gm.w. ¯órawina;11406;5113;3243;28,4;:;0;186;1353;1980;898;696;dolnoœl¹skie;wroc³awski;gm.w. ¯órawina;2;23;9;2;¯órawina;gmina wiejska;43831;DOLNOŒL¥SKIE;wroc³awski;gm.w. ¯órawina;022309
dolnoœl¹skie;z¹bkowicki;gm.m-w. Bardo;5210;2022;1310;25,1;:;0;64;459;588;469;442;dolnoœl¹skie;z¹bkowicki;gm.m-w. Bardo;2;24;1;3;Bardo;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;z¹bkowicki;gm.m-w. Bardo;022401
dolnoœl¹skie;z¹bkowicki;gm.w. Ciep³owody;2924;1010;601;20,6;:;0;27;191;319;263;210;dolnoœl¹skie;z¹bkowicki;gm.w. Ciep³owody;2;24;2;2;Ciep³owody;gmina wiejska;43831;DOLNOŒL¥SKIE;z¹bkowicki;gm.w. Ciep³owody;022402
dolnoœl¹skie;z¹bkowicki;gm.w. Kamieniec Z¹bkowicki;8003;2785;1586;19,8;:;0;48;509;850;750;628;dolnoœl¹skie;z¹bkowicki;gm.w. Kamieniec Z¹bkowicki;2;24;3;2;Kamieniec Z¹bkowicki;gmina wiejska;43831;DOLNOŒL¥SKIE;z¹bkowicki;gm.w. Kamieniec Z¹bkowicki;022403
dolnoœl¹skie;z¹bkowicki;gm.w. Stoszowice;5360;1656;966;18;:;0;24;281;507;469;375;dolnoœl¹skie;z¹bkowicki;gm.w. Stoszowice;2;24;4;2;Stoszowice;gmina wiejska;43831;DOLNOŒL¥SKIE;z¹bkowicki;gm.w. Stoszowice;022404
dolnoœl¹skie;z¹bkowicki;gm.m-w. Z¹bkowice Œl¹skie;21405;8663;5441;25,4;:;0;200;1501;2622;2082;2258;dolnoœl¹skie;z¹bkowicki;gm.m-w. Z¹bkowice Œl¹skie;2;24;5;3;Z¹bkowice Œl¹skie;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;z¹bkowicki;gm.m-w. Z¹bkowice Œl¹skie;022405
dolnoœl¹skie;z¹bkowicki;gm.m-w. Ziêbice;16768;6313;3841;22,9;:;0;158;1081;1851;1589;1634;dolnoœl¹skie;z¹bkowicki;gm.m-w. Ziêbice;2;24;6;3;Ziêbice;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;z¹bkowicki;gm.m-w. Ziêbice;022406
dolnoœl¹skie;z¹bkowicki;gm.m-w. Z³oty Stok;4410;1477;986;22,4;:;0;23;214;400;431;409;dolnoœl¹skie;z¹bkowicki;gm.m-w. Z³oty Stok;2;24;7;3;Z³oty Stok;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;z¹bkowicki;gm.m-w. Z³oty Stok;022407
dolnoœl¹skie;zgorzelecki;m. Zawidów;4132;1415;844;20,4;:;0;36;201;441;373;364;dolnoœl¹skie;zgorzelecki;m. Zawidów;2;25;1;1;Zawidów;gmina miejska;43831;DOLNOŒL¥SKIE;zgorzelecki;m. Zawidów;022501
dolnoœl¹skie;zgorzelecki;m. Zgorzelec;29810;11984;7744;26;:;0;240;1726;3650;2834;3534;dolnoœl¹skie;zgorzelecki;m. Zgorzelec;2;25;2;1;Zgorzelec;gmina miejska;43831;DOLNOŒL¥SKIE;zgorzelecki;m. Zgorzelec;022502
dolnoœl¹skie;zgorzelecki;gm.m-w. Bogatynia;22633;7969;5026;22,2;:;0;114;1311;2851;1996;1697;dolnoœl¹skie;zgorzelecki;gm.m-w. Bogatynia;2;25;3;3;Bogatynia;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;zgorzelecki;gm.m-w. Bogatynia;022503
dolnoœl¹skie;zgorzelecki;gm.m-w. Pieñsk;9025;2281;1289;14,3;:;0;37;354;683;686;521;dolnoœl¹skie;zgorzelecki;gm.m-w. Pieñsk;2;25;4;3;Pieñsk;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;zgorzelecki;gm.m-w. Pieñsk;022504
dolnoœl¹skie;zgorzelecki;gm.w. Sulików;6030;1693;989;16,4;:;0;39;285;541;479;349;dolnoœl¹skie;zgorzelecki;gm.w. Sulików;2;25;5;2;Sulików;gmina wiejska;43831;DOLNOŒL¥SKIE;zgorzelecki;gm.w. Sulików;022505
dolnoœl¹skie;zgorzelecki;gm.m-w. Wêgliniec;8205;2472;1397;17;:;0;36;425;735;676;600;dolnoœl¹skie;zgorzelecki;gm.m-w. Wêgliniec;2;25;6;3;Wêgliniec;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;zgorzelecki;gm.m-w. Wêgliniec;022506
dolnoœl¹skie;zgorzelecki;gm.w. Zgorzelec;8551;2469;1429;16,7;:;0;42;434;882;655;456;dolnoœl¹skie;zgorzelecki;gm.w. Zgorzelec;2;25;7;2;Zgorzelec;gmina wiejska;43831;DOLNOŒL¥SKIE;zgorzelecki;gm.w. Zgorzelec;022507
dolnoœl¹skie;z³otoryjski;m. Wojcieszów;3572;1360;807;22,6;:;0;28;244;408;365;315;dolnoœl¹skie;z³otoryjski;m. Wojcieszów;2;26;1;1;Wojcieszów;gmina miejska;43831;DOLNOŒL¥SKIE;z³otoryjski;m. Wojcieszów;022601
dolnoœl¹skie;z³otoryjski;m. Z³otoryja;15273;6967;4867;31,9;:;0;201;1229;2112;1776;1649;dolnoœl¹skie;z³otoryjski;m. Z³otoryja;2;26;2;1;Z³otoryja;gmina miejska;43831;DOLNOŒL¥SKIE;z³otoryjski;m. Z³otoryja;022602
dolnoœl¹skie;z³otoryjski;gm.w. Pielgrzymka;4509;1705;1064;23,6;:;0;40;337;568;455;305;dolnoœl¹skie;z³otoryjski;gm.w. Pielgrzymka;2;26;3;2;Pielgrzymka;gmina wiejska;43831;DOLNOŒL¥SKIE;z³otoryjski;gm.w. Pielgrzymka;022603
dolnoœl¹skie;z³otoryjski;gm.m-w. Œwierzawa;7484;2510;1428;19,1;:;0;43;424;739;700;604;dolnoœl¹skie;z³otoryjski;gm.m-w. Œwierzawa;2;26;4;3;Œwierzawa;gmina miejsko-wiejska;43831;DOLNOŒL¥SKIE;z³otoryjski;gm.m-w. Œwierzawa;022604
dolnoœl¹skie;z³otoryjski;gm.w. Zagrodno;5206;2019;1300;25;:;0;37;382;624;515;461;dolnoœl¹skie;z³otoryjski;gm.w. Zagrodno;2;26;5;2;Zagrodno;gmina wiejska;43831;DOLNOŒL¥SKIE;z³otoryjski;gm.w. Zagrodno;022605
dolnoœl¹skie;z³otoryjski;gm.w. Z³otoryja;6994;2690;1844;26,4;:;0;77;549;935;645;484;dolnoœl¹skie;z³otoryjski;gm.w. Z³otoryja;2;26;6;2;Z³otoryja;gmina wiejska;43831;DOLNOŒL¥SKIE;z³otoryjski;gm.w. Z³otoryja;022606
dolnoœl¹skie;Jelenia Góra;Jelenia Góra;78335;35703;22640;28,9;:;0;904;6158;10122;8734;9785;dolnoœl¹skie;Jelenia Góra;Jelenia Góra;2;61;1;1;Jelenia Góra;gmina miejska;43831;DOLNOŒL¥SKIE;Jelenia Góra;Jelenia Góra;026101
dolnoœl¹skie;Legnica;Legnica;98436;41854;26405;26,8;:;0;1140;8118;13063;9553;9980;dolnoœl¹skie;Legnica;Legnica;2;62;1;1;Legnica;gmina miejska;43831;DOLNOŒL¥SKIE;Legnica;Legnica;026201
dolnoœl¹skie;Wroc³aw;Wroc³aw;641928;359849;231150;36;:;0;10123;111781;103166;59819;74960;dolnoœl¹skie;Wroc³aw;Wroc³aw;2;64;1;1;Wroc³aw;gmina miejska;43831;DOLNOŒL¥SKIE;Wroc³aw;Wroc³aw;026401
dolnoœl¹skie;Wa³brzych;Wa³brzych;109971;49120;31126;28,3;:;0;1254;8140;14244;12745;12737;dolnoœl¹skie;Wa³brzych;Wa³brzych;2;65;1;1;Wa³brzych;gmina miejska;43831;DOLNOŒL¥SKIE;Wa³brzych;Wa³brzych;026501
